Serial_number: 0 
Time Data_Count Cycle State Desired_force_(psi) Measured_force_(psi) Toe_sensor Heel_Sensor
1471537815277 0 0 0 196.000 0.000 0.00 0.00
1471537815318 1 0 1 196.000 0.000 0.00 0.00
1471537815348 2 0 1 196.000 0.000 0.00 0.00
1471537815382 3 0 1 196.000 0.000 0.00 0.00
1471537815413 4 0 1 196.000 0.000 0.00 0.00
1471537815446 5 0 1 196.000 0.000 0.00 0.00
1471537815475 6 0 1 196.000 0.000 0.00 0.00
1471537815507 7 0 1 196.000 0.000 0.00 0.00
1471537815539 8 0 1 196.000 0.000 0.00 0.00
1471537815566 9 0 1 196.000 0.000 0.00 0.00
1471537815597 10 0 1 196.000 0.000 0.00 0.00
1471537815628 11 0 1 196.000 0.000 0.00 0.00
1471537815659 12 0 1 196.000 0.000 0.00 0.00
1471537815690 13 0 1 196.000 0.000 0.00 0.00
1471537815721 14 0 1 196.000 0.000 0.00 0.00
1471537815752 15 0 1 196.000 0.000 0.00 0.00
1471537815783 16 0 1 196.000 0.000 0.00 0.00
1471537815814 17 0 1 196.000 0.000 0.00 0.00
1471537815845 18 0 2 196.000 0.000 0.00 0.00
1471537815875 19 0 2 196.000 0.000 0.00 0.00
1471537815906 20 0 2 196.000 0.000 0.00 0.00
1471537815937 21 0 2 196.000 0.000 0.00 0.00
1471537815968 22 0 2 196.000 0.000 0.00 0.00
1471537815999 23 0 2 196.000 0.000 0.00 0.00
1471537816030 24 0 2 196.000 0.000 0.00 0.00
1471537816061 25 0 2 196.000 0.000 0.00 0.00
1471537816092 26 0 2 196.000 0.000 0.00 0.00
1471537816123 27 0 2 196.000 0.000 0.00 0.00
1471537816154 28 0 2 196.000 0.000 0.00 0.00
1471537816185 29 0 2 196.000 0.000 0.00 0.00
1471537816216 30 0 2 196.000 0.000 0.00 0.00
1471537816247 31 0 2 196.000 0.000 0.00 0.00
1471537816278 32 0 2 196.000 0.000 0.00 0.00
1471537816309 33 0 2 196.000 0.000 0.00 0.00
1471537816340 34 1 2 196.000 0.000 0.00 0.00
1471537816371 35 1 1 196.000 0.000 0.00 0.00
1471537816402 36 1 1 196.000 0.000 0.00 0.00
1471537816433 37 1 1 196.000 0.000 0.00 0.00
1471537816464 38 1 1 196.000 0.000 0.00 0.00
1471537816495 39 1 1 196.000 0.000 0.00 0.00
1471537816526 40 1 1 196.000 0.000 0.00 0.00
1471537816557 41 1 1 196.000 0.000 0.00 0.00
1471537816588 42 1 1 196.000 0.000 0.00 0.00
1471537816619 43 1 1 196.000 0.000 0.00 0.00
1471537816650 44 1 1 196.000 0.000 0.00 0.00
1471537816681 45 1 1 196.000 0.000 0.00 0.00
1471537816712 46 1 1 196.000 0.000 0.00 0.00
1471537816743 47 1 1 196.000 0.000 0.00 0.00
1471537816777 48 1 1 196.000 0.000 0.00 0.00
1471537816808 49 1 1 196.000 0.000 0.00 0.00
1471537816839 50 1 1 196.000 0.000 0.00 0.00
1471537816870 51 1 1 196.000 0.000 0.00 0.00
1471537816901 52 1 2 196.000 0.000 0.00 0.00
1471537816932 53 1 2 196.000 0.000 0.00 0.00
1471537816962 54 1 2 196.000 0.000 0.00 0.00
1471537816996 55 1 2 196.000 0.000 0.00 0.00
1471537817027 56 1 2 196.000 0.000 0.00 0.00
1471537817058 57 1 2 196.000 0.000 0.00 0.00
1471537817089 58 1 2 196.000 0.000 0.00 0.00
1471537817120 59 1 2 196.000 0.000 0.00 0.00
1471537817151 60 1 2 196.000 0.000 0.00 0.00
1471537817182 61 1 2 196.000 0.000 0.00 0.00
1471537817213 62 1 2 196.000 0.000 0.00 0.00
1471537817243 63 1 2 196.000 0.000 0.00 0.00
1471537817274 64 1 2 196.000 0.000 0.00 0.00
1471537817305 65 1 2 196.000 0.000 0.00 0.00
1471537817336 66 1 2 196.000 0.000 0.00 0.00
1471537817367 67 1 2 196.000 0.000 0.00 0.00
1471537817398 68 2 2 196.000 0.000 0.00 0.00
