Time	Data_Count	Cycle	State	Desired_force_(psi)	Measured_force_(psi)	Toe_sensor	Heel_Sensor
1.48548E+12	0	0	0	450	0	36527.39	33008.26
1.48548E+12	1	0	1	450	0	36283.25	33113.54
1.48548E+12	2	0	1	450	-0.968	36405	33113.54
1.48548E+12	3	0	1	450	-0.968	52467.06	73642.15
1.48548E+12	4	0	1	450	-0.968	112817.67	322863.33
1.48548E+12	5	0	1	450	-0.968	150244.29	807711.82
1.48548E+12	6	0	1	450	-1.451	175097.01	936898.42
1.48548E+12	7	0	1	450	-0.968	189530	1048353.53
1.48548E+12	8	0	1	450	-0.968	206397.47	1114530
1.48548E+12	9	0	1	450	-0.968	209042.2	989530
1.48548E+12	10	0	1	450	-1.451	217378.1	1048353.53
1.48548E+12	11	0	1	450	-0.968	217378.1	1114530
1.48548E+12	12	0	1	450	-0.968	226372.11	1275244.29
1.48548E+12	13	0	1	450	-0.968	220299.23	1275244.29
1.48548E+12	14	0	1	450	-0.968	220299.23	1374145.38
1.48548E+12	15	0	1	450	-0.968	226372.11	1189530
1.48548E+12	16	0	1	450	-1.451	223296.23	1275244.29
1.48548E+12	17	0	1	450	-0.968	223296.23	1275244.29
1.48548E+12	18	0	1	450	-1.451	223296.23	1275244.29
1.48548E+12	19	0	1	450	-1.451	223296.23	1489530
1.48548E+12	20	0	1	450	-1.451	217378.1	1489530
1.48548E+12	21	0	1	450	-0.968	226372.11	1374145.38
1.48548E+12	22	0	1	450	-0.968	223296.23	1489530
1.48548E+12	23	0	1	450	-0.968	223296.23	1489530
1.48548E+12	24	0	1	450	-0.968	223296.23	1489530
1.48548E+12	25	0	1	450	-0.968	226372.11	1275244.29
1.48548E+12	26	0	1	450	-1.451	223296.23	1489530
1.48548E+12	27	0	1	450	-0.968	223296.23	1374145.38
1.48548E+12	28	0	1	450	-0.968	220299.23	1275244.29
1.48548E+12	29	0	1	450	-0.968	223296.23	1374145.38
1.48548E+12	30	0	1	450	-0.968	217378.1	1374145.38
1.48548E+12	31	0	1	450	-0.968	223296.23	1374145.38
1.48548E+12	32	0	1	450	-0.968	217378.1	1489530
1.48548E+12	33	0	1	450	-0.968	223296.23	1275244.29
1.48548E+12	34	0	1	450	-1.451	226372.11	1275244.29
1.48548E+12	35	0	1	450	-1.451	223296.23	1275244.29
1.48548E+12	36	0	1	450	-0.968	226372.11	1275244.29
1.48548E+12	37	0	1	450	-1.451	229530	1275244.29
1.48548E+12	38	0	1	450	-0.968	226372.11	1275244.29
1.48548E+12	39	0	1	450	-0.968	226372.11	1489530
1.48548E+12	40	0	1	450	-0.968	223296.23	1374145.38
1.48548E+12	41	0	1	450	-0.968	226372.11	1489530
1.48548E+12	42	0	1	450	-0.968	226372.11	1489530
1.48548E+12	43	0	1	450	-0.968	223296.23	1374145.38
1.48548E+12	44	0	1	450	-1.451	217378.1	1489530
1.48548E+12	45	0	1	450	-0.968	223296.23	1625893.64
