Serial_number: -1717986918 
Time Data_Count Cycle State Desired_force_(psi) Measured_force_(psi) Toe_sensor Heel_Sensor
1487876285895 0 0 0 50.000 0.000 41403.20 37275.36
1487876285936 1 0 1 50.000 -0.484 41105.93 37275.36
1487876285943 2 0 1 50.000 0.000 41703.91 37149.05
1487876285960 3 0 1 50.000 0.000 41403.20 37530.00
1487876285973 4 0 1 50.000 0.000 41254.14 37275.36
1487876285980 5 0 1 50.000 0.000 41553.12 37275.36
1487876286006 6 0 1 50.000 0.000 41553.12 37402.34
1487876286021 7 0 1 50.000 0.000 41403.20 37149.05
1487876286031 8 0 1 50.000 0.000 41254.14 37275.36
1487876286047 9 0 1 50.000 -0.484 41403.20 37275.36
1487876286055 10 0 1 50.000 -0.484 41254.14 37275.36
1487876286062 11 0 1 50.000 0.000 41105.93 37402.34
1487876286076 12 0 1 50.000 0.000 41105.93 37275.36
1487876286093 13 0 1 50.000 0.000 41254.14 37275.36
1487876286109 14 0 1 50.000 0.000 41553.12 37149.05
1487876286117 15 0 1 50.000 0.000 41254.14 37275.36
1487876286128 16 0 1 50.000 0.000 41254.14 37275.36
1487876286143 17 0 1 50.000 0.000 41254.14 37275.36
1487876286158 18 0 1 50.000 0.000 41254.14 37530.00
1487876286168 19 0 1 50.000 -0.484 40958.57 37275.36
1487876286184 20 0 1 50.000 0.000 41105.93 37402.34
1487876286188 21 0 1 50.000 -0.484 41403.20 37530.00
1487876286201 22 0 1 50.000 0.000 41403.20 37275.36
1487876286216 23 0 1 50.000 0.000 41105.93 37402.34
1487876286228 24 0 1 50.000 0.000 41105.93 37275.36
1487876286239 25 0 1 50.000 -0.484 41254.14 37275.36
1487876286247 26 0 1 50.000 0.000 41105.93 37149.05
1487876286258 27 0 1 50.000 0.000 41403.20 37530.00
1487876286269 28 0 1 50.000 0.000 41254.14 37275.36
1487876286278 29 0 1 50.000 0.000 41254.14 37402.34
1487876286289 30 0 1 50.000 0.000 41254.14 37275.36
1487876286299 31 0 1 50.000 -0.484 41105.93 37275.36
1487876286307 32 0 1 50.000 -0.484 41403.20 37402.34
1487876286322 33 0 1 50.000 0.000 41254.14 37402.34
1487876286330 34 0 1 50.000 -0.484 41403.20 37530.00
1487876286336 35 0 1 50.000 0.000 41553.12 37275.36
1487876286350 36 0 1 50.000 0.000 41254.14 37275.36
1487876286355 37 0 1 50.000 0.000 41254.14 37275.36
1487876286361 38 0 1 50.000 0.000 41553.12 37275.36
1487876286369 39 0 1 50.000 0.000 41105.93 37275.36
1487876286379 40 0 1 50.000 0.000 41254.14 37402.34
1487876286383 41 0 1 50.000 -0.484 41254.14 37658.34
1487876286389 42 0 1 50.000 -0.484 41403.20 37530.00
1487876286396 43 0 1 50.000 0.000 41254.14 37402.34
1487876286403 44 0 1 50.000 0.000 41105.93 37149.05
1487876286410 45 0 1 50.000 0.000 41553.12 37275.36
1487876286418 46 0 1 50.000 0.000 41403.20 37275.36
1487876286423 47 0 1 50.000 -0.484 41403.20 37275.36
1487876286430 48 0 1 50.000 0.000 41403.20 37275.36
1487876286437 49 0 1 50.000 0.000 41254.14 37530.00
1487876286444 50 0 1 50.000 0.000 41553.12 37402.34
1487876286451 51 0 1 50.000 0.000 41254.14 37275.36
1487876286459 52 0 1 50.000 0.000 41403.20 37275.36
1487876286469 53 0 1 50.000 -0.484 41254.14 37275.36
1487876286472 54 0 1 50.000 -0.484 41254.14 37275.36
1487876286478 55 0 1 50.000 -0.484 41403.20 37402.34
1487876286486 56 0 1 50.000 -0.484 41254.14 37787.37
1487876286492 57 0 1 50.000 0.000 41403.20 37275.36
1487876286501 58 0 1 50.000 0.000 41254.14 37402.34
1487876286506 59 0 1 50.000 0.000 41254.14 37530.00
1487876286514 60 0 1 50.000 -0.484 41254.14 37275.36
1487876286521 61 0 1 50.000 -0.484 41254.14 37275.36
1487876286527 62 0 1 50.000 0.000 41403.20 37275.36
1487876286535 63 0 1 50.000 0.000 41403.20 37275.36
1487876286540 64 0 1 50.000 -0.484 41105.93 37275.36
1487876286551 65 0 1 50.000 0.000 41254.14 37275.36
1487876286554 66 0 1 50.000 -0.484 41105.93 37275.36
1487876286564 67 0 1 50.000 -0.484 41403.20 37402.34
1487876286568 68 0 1 50.000 -0.484 41254.14 37275.36
1487876286577 69 0 1 50.000 0.000 41254.14 37787.37
1487876286581 70 0 1 50.000 -0.484 41403.20 37275.36
1487876286594 71 0 1 50.000 -0.484 41254.14 37275.36
1487876286605 72 0 1 50.000 -0.484 41254.14 37787.37
1487876286617 73 0 1 50.000 0.000 41254.14 37275.36
1487876286625 74 0 1 50.000 0.000 41553.12 37275.36
1487876286638 75 0 1 50.000 -0.484 41105.93 37275.36
1487876286647 76 0 1 50.000 -0.484 41403.20 37149.05
1487876286654 77 0 1 50.000 -0.484 41254.14 37275.36
1487876286661 78 0 1 50.000 -0.484 41403.20 37402.34
1487876286677 79 0 1 50.000 0.000 41403.20 37658.34
1487876286682 80 0 1 50.000 -0.484 41105.93 37275.36
1487876286689 81 0 1 50.000 0.000 41254.14 37530.00
1487876286703 82 0 1 50.000 0.000 41254.14 37275.36
1487876286712 83 0 1 50.000 0.000 41553.12 37275.36
1487876286718 84 0 1 50.000 0.000 41105.93 37149.05
1487876286734 85 0 1 50.000 -0.484 41105.93 37023.40
1487876286739 86 0 1 50.000 0.000 41254.14 37275.36
1487876286748 87 0 1 50.000 -0.484 41553.12 37275.36
1487876286755 88 0 1 50.000 -0.484 41553.12 37275.36
1487876286766 89 0 1 50.000 -0.484 41254.14 37275.36
1487876286777 90 0 1 50.000 0.000 41403.20 37530.00
1487876286783 91 0 1 50.000 -0.484 41105.93 37275.36
1487876286796 92 0 1 50.000 0.000 41254.14 37275.36
1487876286807 93 0 1 50.000 -0.484 41254.14 37402.34
1487876286813 94 0 1 50.000 -0.484 41553.12 37275.36
1487876286828 95 0 1 50.000 -0.484 41553.12 37530.00
1487876286837 96 0 1 50.000 0.000 41254.14 37023.40
1487876286841 97 0 1 50.000 -0.484 41553.12 37530.00
1487876286857 98 0 1 50.000 -0.484 41254.14 37402.34
1487876286861 99 0 1 50.000 -0.484 41553.12 37402.34
1487876286871 100 0 1 50.000 -0.484 41105.93 37275.36
1487876286877 101 0 1 50.000 -0.484 41403.20 37275.36
1487876286883 102 0 1 50.000 -0.484 41254.14 37275.36
1487876286888 103 0 1 50.000 -0.968 41254.14 37658.34
1487876286894 104 0 1 50.000 -0.968 41254.14 37530.00
1487876286909 105 0 1 50.000 -0.968 41553.12 38980.55
1487876286920 106 0 1 50.000 -0.484 55464.07 64530.00
1487876286923 107 0 2 50.000 -0.484 67452.08 92978.28
1487876286930 108 0 2 50.000 -0.968 88977.51 187332.20
1487876286937 109 0 2 50.000 -0.968 106413.12 289530.00
1487876286943 110 0 2 50.000 -0.484 134691.29 451068.46
1487876286951 111 0 2 50.000 -0.484 160958.57 552030.00
1487876286959 112 0 2 50.000 -0.484 177030.00 709530.00
1487876286971 113 0 2 50.000 -0.484 201294.71 989530.00
1487876286982 114 0 2 50.000 -0.968 206397.47 1189530.00
1487876286987 115 0 2 50.000 -0.968 217378.10 1114530.00
1487876286994 116 0 2 50.000 -0.484 226372.11 1275244.29
1487876287000 117 0 2 50.000 -0.484 229530.00 1114530.00
1487876287008 118 0 2 50.000 -0.968 236105.34 1275244.29
1487876287016 119 0 2 50.000 -0.968 239530.00 1189530.00
1487876287029 120 0 2 50.000 -0.968 243051.13 1275244.29
1487876287037 121 0 2 50.000 -0.968 246672.86 1275244.29
1487876287045 122 0 2 50.000 -0.968 246672.86 1275244.29
1487876287054 123 0 2 50.000 -0.484 246672.86 1374145.38
1487876287058 124 0 2 50.000 -0.484 243051.13 1189530.00
1487876287065 125 0 2 50.000 -0.484 246672.86 1189530.00
1487876287072 126 0 2 50.000 -0.484 246672.86 1189530.00
1487876287087 127 0 2 50.000 -0.968 246672.86 1189530.00
1487876287096 128 0 2 50.000 -0.484 250399.57 1275244.29
1487876287101 129 0 2 50.000 -0.484 250399.57 1275244.29
1487876287111 130 0 2 50.000 -0.484 254235.88 1489530.00
1487876287115 131 0 2 50.000 -0.484 250399.57 1275244.29
1487876287121 132 0 2 50.000 -0.968 250399.57 1374145.38
1487876287135 133 0 2 50.000 -0.968 258186.72 1275244.29
1487876287142 134 0 2 50.000 -0.968 254235.88 1489530.00
1487876287150 135 0 2 50.000 -0.484 246672.86 1275244.29
1487876287158 136 0 2 50.000 -0.968 250399.57 1374145.38
1487876287164 137 0 2 50.000 -0.968 250399.57 1374145.38
1487876287172 138 0 2 50.000 -0.968 250399.57 1275244.29
1487876287180 139 0 2 50.000 -0.968 254235.88 1625893.64
1487876287185 140 0 2 50.000 -0.968 250399.57 1489530.00
1487876287202 141 0 2 50.000 -0.484 254235.88 1275244.29
1487876287207 142 0 2 50.000 -0.968 254235.88 1625893.64
1487876287215 143 0 2 50.000 -0.484 250399.57 1275244.29
1487876287222 144 0 2 50.000 -0.968 250399.57 1489530.00
1487876287228 145 0 2 50.000 -0.484 254235.88 1489530.00
1487876287242 146 0 2 50.000 -0.968 254235.88 1489530.00
1487876287247 147 0 2 50.000 -0.968 250399.57 1275244.29
1487876287260 148 0 2 50.000 -0.484 262257.27 1275244.29
1487876287263 149 0 2 50.000 -0.968 266453.08 1275244.29
1487876287267 150 0 2 50.000 -0.484 262257.27 1275244.29
1487876287276 151 0 2 50.000 -0.484 254235.88 1489530.00
1487876287281 152 0 2 50.000 -0.968 254235.88 1189530.00
1487876287287 153 0 2 50.000 -0.968 254235.88 1374145.38
1487876287295 154 0 2 50.000 -0.484 254235.88 1489530.00
1487876287303 155 0 2 50.000 -0.484 254235.88 1275244.29
1487876287311 156 0 2 50.000 -0.484 254235.88 1374145.38
1487876287325 157 0 2 50.000 -0.484 246672.86 1189530.00
1487876287335 158 0 2 50.000 -0.484 250399.57 1275244.29
