Serial_number: 0 
Time Data_Count Cycle State Desired_force_(psi) Measured_force_(psi) Toe_sensor Heel_Sensor
1447362026929 0 0 0 196.000 -0.000 0.00 0.00
1447362026995 1 0 1 196.000 -0.000 0.00 0.00
1447362027060 2 0 1 196.000 -0.000 0.00 0.00
1447362027125 3 0 1 196.000 -0.000 0.00 0.00
1447362027190 4 0 1 196.000 -0.000 0.00 0.00
1447362027255 5 0 2 196.000 -0.000 0.00 0.00
1447362027315 6 0 2 196.000 -0.000 0.00 0.00
1447362027377 7 0 2 196.000 -0.000 0.00 0.00
1447362027439 8 0 2 196.000 -0.000 0.00 0.00
1447362027501 9 1 2 196.000 -0.000 0.00 0.00
1447362027563 10 1 1 196.000 -0.000 0.00 0.00
1447362027625 11 1 1 196.000 -0.000 0.00 0.00
1447362027687 12 1 1 196.000 -0.000 0.00 0.00
1447362027750 13 1 1 196.000 -0.000 0.00 0.00
1447362027811 14 1 2 196.000 -0.000 0.00 0.00
1447362027874 15 1 2 196.000 -0.000 0.00 0.00
1447362027936 16 1 2 196.000 -0.000 0.00 0.00
1447362027998 17 1 2 196.000 -0.000 0.00 0.00
1447362028060 18 2 2 196.000 -0.000 0.00 0.00
1447362028122 19 2 1 196.000 -0.000 0.00 0.00
1447362028187 20 2 1 196.000 -0.000 0.00 0.00
1447362028249 21 2 1 196.000 -0.000 0.00 0.00
1447362028312 22 2 1 196.000 -0.000 0.00 0.00
1447362028374 23 2 2 196.000 -0.000 0.00 0.00
1447362028436 24 2 2 196.000 -0.000 0.00 0.00
1447362028501 25 2 2 196.000 -0.000 0.00 0.00
1447362028563 26 2 2 196.000 -0.000 0.00 0.00
1447362028625 27 3 2 196.000 -0.000 0.00 0.00
1447362028688 28 3 1 196.000 -0.000 0.00 0.00
1447362028749 29 3 1 196.000 -0.000 0.00 0.00
1447362028812 30 3 1 196.000 -0.000 0.00 0.00
1447362028874 31 3 1 196.000 -0.000 0.00 0.00
1447362028936 32 3 2 196.000 -0.000 0.00 0.00
1447362028998 33 3 2 196.000 -0.000 0.00 0.00
1447362029062 34 3 2 196.000 -0.000 0.00 0.00
1447362029124 35 3 2 196.000 -0.000 0.00 0.00
1447362029186 36 4 2 196.000 -0.000 0.00 0.00
1447362029248 37 4 1 196.000 -0.000 0.00 0.00
1447362029310 38 4 1 196.000 -0.000 0.00 0.00
1447362029372 39 4 1 196.000 -0.000 0.00 0.00
1447362029434 40 4 1 196.000 -0.000 0.00 0.00
1447362029496 41 4 2 196.000 -0.000 0.00 0.00
1447362029558 42 4 2 196.000 -0.000 0.00 0.00
1447362029620 43 4 2 196.000 -0.000 0.00 0.00
1447362029682 44 4 2 196.000 -0.000 0.00 0.00
1447362029744 45 5 2 196.000 -0.000 0.00 0.00
1447362029806 46 5 1 196.000 -0.000 0.00 0.00
1447362029868 47 5 1 196.000 -0.000 0.00 0.00
1447362029932 48 5 1 196.000 -0.000 0.00 0.00
1447362029996 49 5 1 196.000 -0.000 0.00 0.00
1447362030058 50 5 2 196.000 -0.000 0.00 0.00
1447362030120 51 5 2 196.000 -0.000 0.00 0.00
1447362030182 52 5 2 196.000 -0.000 0.00 0.00
1447362030244 53 5 2 196.000 -0.000 0.00 0.00
1447362030306 54 6 2 196.000 -0.000 0.00 0.00
1447362030368 55 6 1 196.000 -0.000 0.00 0.00
1447362030430 56 6 1 196.000 -0.000 0.00 0.00
1447362030492 57 6 1 196.000 -0.000 0.00 0.00
1447362030554 58 6 1 196.000 -0.000 0.00 0.00
1447362030616 59 6 2 196.000 -0.000 0.00 0.00
1447362030678 60 6 2 196.000 -0.000 0.00 0.00
1447362030740 61 6 2 196.000 -0.000 0.00 0.00
1447362030802 62 6 2 196.000 -0.000 0.00 0.00
1447362030867 63 7 2 196.000 -0.000 0.00 0.00
1447362030929 64 7 1 196.000 -0.000 0.00 0.00
1447362030991 65 7 1 196.000 -0.000 0.00 0.00
1447362031054 66 7 1 196.000 -0.000 0.00 0.00
1447362031126 67 7 1 196.000 -0.000 0.00 0.00
1447362031188 68 7 2 196.000 -0.000 0.00 0.00
1447362031250 69 7 2 196.000 -0.000 0.00 0.00
1447362031312 70 7 2 196.000 -0.000 0.00 0.00
1447362031374 71 7 2 196.000 -0.000 0.00 0.00
1447362031436 72 8 2 196.000 -0.000 0.00 0.00
1447362031498 73 8 1 196.000 -0.000 0.00 0.00
1447362031560 74 8 1 196.000 -0.000 0.00 0.00
1447362031622 75 8 1 196.000 -0.000 0.00 0.00
1447362031684 76 8 1 196.000 -0.000 0.00 0.00
1447362031746 77 8 2 196.000 -0.000 0.00 0.00
1447362031808 78 8 2 196.000 -0.000 0.00 0.00
1447362031871 79 8 2 196.000 -0.000 0.00 0.00
1447362031933 80 8 2 196.000 -0.000 0.00 0.00
1447362031995 81 9 2 196.000 -0.000 0.00 0.00
1447362032057 82 9 1 196.000 -0.000 0.00 0.00
1447362032123 83 9 1 196.000 -0.000 0.00 0.00
1447362032185 84 9 1 196.000 -0.000 0.00 0.00
1447362032247 85 9 1 196.000 -0.000 0.00 0.00
1447362032309 86 9 2 196.000 -0.000 0.00
