Serial_number: 0 
Time Data_Count Cycle State Desired_force_(psi) Measured_force_(psi) Toe_sensor Heel_Sensor
1484939784185 0 0 0 196.000 -0.969 8989530.00 5989530.00
1484939784451 1 0 1 196.000 -0.484 17989530.00 4489530.00
1484939784578 2 0 1 196.000 -0.484 inf inf
1484939784587 3 0 1 196.000 -0.484 17989530.00 5989530.00
1484939784595 4 0 1 196.000 -0.484 17989530.00 inf
1484939784603 5 0 1 196.000 -0.484 17989530.00 4489530.00
1484939784610 6 0 1 196.000 -0.484 inf 5989530.00
1484939784618 7 0 1 196.000 -0.969 inf 17989530.00
1484939784626 8 0 1 196.000 -0.969 inf 17989530.00
1484939784634 9 0 1 196.000 -0.484 17989530.00 5989530.00
1484939784644 10 0 1 196.000 -0.484 17989530.00 5989530.00
1484939784651 11 0 1 196.000 -0.969 17989530.00 5989530.00
1484939784657 12 0 1 196.000 -0.484 17989530.00 5989530.00
1484939784664 13 0 1 196.000 -0.969 17989530.00 17989530.00
1484939784671 14 0 1 196.000 -0.969 inf 4489530.00
1484939784678 15 0 1 196.000 -0.484 17989530.00 4489530.00
1484939784685 16 0 1 196.000 -0.484 17989530.00 4489530.00
1484939784692 17 0 1 196.000 -0.969 17989530.00 5989530.00
1484939784698 18 0 1 196.000 -0.484 17989530.00 inf
1484939784705 19 0 1 196.000 -0.484 17989530.00 5989530.00
1484939784712 20 0 1 196.000 -0.969 17989530.00 5989530.00
1484939784719 21 0 2 196.000 -0.969 17989530.00 8989530.00
1484939784725 22 0 2 196.000 -0.969 17989530.00 4489530.00
1484939784732 23 0 2 196.000 -0.484 8989530.00 5989530.00
1484939784740 24 0 2 196.000 -0.969 17989530.00 5989530.00
1484939784747 25 0 2 196.000 -0.484 8989530.00 inf
1484939784753 26 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784760 27 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784767 28 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784774 29 0 2 196.000 -0.484 8989530.00 5989530.00
1484939784781 30 0 2 196.000 -0.484 17989530.00 8989530.00
1484939784787 31 0 2 196.000 -0.484 inf 3589530.00
1484939784794 32 0 2 196.000 -0.484 inf 5989530.00
1484939784801 33 0 2 196.000 -0.969 17989530.00 inf
1484939784808 34 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784814 35 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784821 36 0 2 196.000 -0.969 inf 5989530.00
1484939784828 37 0 2 196.000 -0.969 17989530.00 4489530.00
1484939784835 38 0 2 196.000 -0.484 8989530.00 17989530.00
1484939784841 39 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784848 40 0 2 196.000 -0.969 17989530.00 17989530.00
1484939784855 41 0 2 196.000 -0.969 8989530.00 5989530.00
1484939784862 42 0 2 196.000 -0.484 inf 8989530.00
1484939784868 43 0 2 196.000 -0.484 17989530.00 17989530.00
1484939784875 44 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784882 45 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784889 46 0 2 196.000 -0.484 17989530.00 inf
1484939784895 47 0 2 196.000 -0.484 inf 5989530.00
1484939784902 48 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784909 49 0 2 196.000 -0.969 17989530.00 4489530.00
1484939784916 50 0 2 196.000 -0.969 17989530.00 5989530.00
1484939784922 51 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784929 52 0 2 196.000 -0.484 inf 5989530.00
1484939784936 53 0 2 196.000 -0.969 inf 17989530.00
1484939784943 54 0 2 196.000 -0.484 17989530.00 8989530.00
1484939784949 55 0 2 196.000 -0.969 17989530.00 17989530.00
1484939784956 56 0 2 196.000 -0.969 17989530.00 inf
1484939784963 57 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784970 58 0 2 196.000 -0.969 17989530.00 5989530.00
1484939784976 59 0 2 196.000 -0.484 inf 5989530.00
1484939784983 60 0 2 196.000 -0.484 17989530.00 5989530.00
1484939784990 61 0 2 196.000 -0.484 inf 4489530.00
1484939784997 62 0 2 196.000 -0.969 17989530.00 5989530.00
1484939785003 63 0 2 196.000 -0.969 17989530.00 4489530.00
1484939785015 64 0 2 196.000 -0.484 8989530.00 17989530.00
1484939785022 65 0 2 196.000 -0.484 17989530.00 4489530.00
1484939785028 66 0 2 196.000 -0.484 8989530.00 5989530.00
1484939785035 67 0 2 196.000 -0.484 17989530.00 5989530.00
1484939785042 68 0 2 196.000 -0.484 17989530.00 8989530.00
1484939785049 69 0 2 196.000 -0.484 inf 5989530.00
1484939785055 70 0 2 196.000 -0.969 17989530.00 5989530.00
1484939785062 71 0 2 196.000 -0.969 17989530.00 5989530.00
1484939785069 72 0 2 196.000 -0.484 17989530.00 5989530.00
1484939785076 73 0 2 196.000 -0.969 17989530.00 17989530.00
1484939785083 74 0 2 196.000 -0.484 17989530.00 8989530.00
1484939785089 75 0 2 196.000 -0.484 17989530.00 4489530.00
1484939785096 76 0 2 196.000 -0.484 17989530.00 5989530.00
